SCHUL_RDNMA,SCHUL_FOND_TYP_CODE,FOAS_MEMRD,DGHT_SC_CODE,FOND_SC_CODE,USER_TELNO_SW,LTTUD,ZIP_CODE,SCHUL_KND_SC_CODE,LGTUD,SCHUL_RDNZC,DTLAD_BRKDN,USER_TELNO,ADRCD_NM,COEDU_SC_CODE,PERC_FAXNO,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,USER_TELNO_GA,HMPG_ADRES,ADRES_BRKDN,CLOSE_YN,SCHUL_CODE,FOND_YMD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,ADRCD_CD,ADRCD_ID,SCHUL_RDNDA,ABSCH_YN,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE,ABSCH_YMD,MAISC_CODE,학교급코드,HS_KND_SC_NM
서울특별시 성북구 동소문로13길 38,단설,19440930.0,주간,공립,02-928-2010,37.593319,136036,2,127.013137,02830 ,27-1번지.,02-928-2010,서울특별시 성북구,남녀공학,02-928-6431,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-926-2367,http://donam.sen.es.kr,서울 성북구 동소문동6가,N,S010002294,19440930.0,B100000001,1,1129010900.0,1129010900,"(동소문동6가,서울돈암초등학교)",N,N,서울돈암초등학교,초,2.0,,,2,
서울특별시 성북구 보문사길 50,단설,19481101.0,주간,공립,02-923-3870,37.5832860722,136083,2,127.0170593097,02874 ,228번지.,02-923-3870,서울특별시 성북구,남녀공학,02-928-3478,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-925-3442,http://dongsin.sen.es.kr,서울특별시 성북구 보문동3가,N,S010002295,19481101.0,B100000001,1,1129013200.0,1129013200,"(보문동3가,서울동신초등학교)",N,N,서울동신초등학교,,,,,2,
서울특별시 성북구 삼양로 77,단설,19620328.0,주간,공립,02-912-4014,37.610646,136807,2,127.021552,02724,1168번지.,02-912-4014,서울특별시 성북구,남녀공학,02-942-4554,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,,http://mia.sen.es.kr,서울 성북구 길음2동,N,S010002296,19620328.0,B100000001,1,1129013400.0,1129013400,"(길음동, 서울미아초등학교)",N,N,서울미아초등학교,초,2.0,,,2,
서울특별시 강북구 솔샘로 195,단설,19711113.0,주간,공립,02-989-9467,37.6212214,142822,2,127.0137039,01187 ,837-687번지.,02-989-9467,서울특별시 강북구,남녀공학,02-985-1843,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-980-6149,http://mi-yang.sen.es.kr,서울특별시 강북구 미아1동,N,S010002297,19710105.0,B100000001,1,1130510100.0,1130510100,"(미아동,미양초등학교)",N,N,서울미양초등학교,초,2.0,,,2,
서울특별시 강북구 오현로 204,병설,19910605.0,주간,공립,02-987-1863,37.6290255699,142060,2,127.0400393909,01224,236번지 서울번동초등학교.,02-987-1863,서울특별시 강북구,남녀공학,02-945-1725,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-987-1864,http://beondong.sen.es.kr,서울특별시 강북구 번동,N,S010002298,19910325.0,B100000001,1,1130510200.0,1130510200,"(번동,번동초등학교)",N,N,서울번동초등학교,,,,,2,
서울특별시 강북구 삼양로19길 141,단설,20020301.0,주간,공립,02-987-5784,37.616162,142100,2,127.014471,01198 ,1353-10.,02-987-5784,서울특별시 강북구,남녀공학,02-987-5786,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-987-5785,http://samgaksan.sen.es.kr,서울특별시 강북구 미아동,N,S010002299,20011231.0,B100000001,1,1130510100.0,1130510100,"(미아동,삼각산초등학교)",N,N,서울삼각산초등학교,,,,,2,
서울특별시 성북구 보문로29길 106,단설,19490901.0,주간,공립,742-1847,37.5871428751,136043,2,127.0126717311,02863 ,30-4번지.,02-742-1847,서울특별시 성북구,남녀공학,02-764-8289,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,6391-1831,https://samsun.sen.es.kr,서울특별시 성북구 삼선동3가,N,S010002300,19490901.0,B100000001,1,1129011300.0,1129011300,"(삼선동3가,서울삼선초등학교)",N,N,서울삼선초등학교,,,,,2,
서울특별시 강북구 삼양로49길 17,단설,19591110.0,주간,공립,987-8321,37.6232937742,142100,2,127.0161486458,01181,791-1932번지.,02-987-8321,서울특별시 강북구,남녀공학,02-987-8325,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,987-8324,http://samyang.sen.es.kr,서울특별시 강북구 미아동,N,S010002301,19591110.0,B100000001,1,1130510100.0,1130510100,"(미아동,삼양초등학교)",N,N,서울삼양초등학교,초,2.0,,,2,
서울특별시 성북구 돌곶이로22길 21,단설,19711203.0,주간,공립,02-959-1393,37.6110234081,136818,2,127.0583548031,02783,감나무길 15(석관동 205번지).,02-959-1391,서울특별시 성북구,남녀공학,02-959-1390,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-959-1395,http://seokgwan.sen.es.kr,서울특별시 성북구 석관동,N,S010002302,19710525.0,B100000001,1,1129013900.0,1129013900,", 서울석관초등학교 (석관동,서울석관초등학교)",N,N,서울석관초등학교,,,,,2,
서울특별시 성북구 성북로 102-10,단설,19420303.0,주간,공립,02-764-5987,37.593839,136823,2,126.998319,02837 ,66-1.,02-764-5987,서울특별시 성북구,남녀공학,02-762-1670,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-747-7937,http://sungbuk.sen.es.kr,서울특별시 성북구 성북동,N,S010002303,19460901.0,B100000001,1,1129010100.0,1129010100,"(성북동,서울성북초등학교)",N,N,서울성북초등학교,,,,,2,
서울특별시 강북구 오현로 9,단설,19831118.0,주간,공립,02-985-1922,37.6170017897,142806,2,127.0314654581,01165 ,94-1번지.,02-985-1922,서울특별시 강북구,남녀공학,02-945-1829,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-985-1923,http://songjoong.sen.es.kr,서울특별시 강북구 송중동,N,S010002304,19830701.0,B100000001,1,1130510100.0,1130510100,"(미아동,송중초등학교)",N,N,서울송중초등학교,초,2.0,        ,,2,
서울특별시 강북구 삼양로20길 29,단설,19670419.0,주간,공립,02-982-9511,37.615716,142708,2,127.023401,01208 ,438번지.,02-982-9511,서울특별시 강북구,남녀공학,02-984-4854,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-982-9512,http://song-cheon.sen.es.kr,서울특별시 강북구 미아동,N,S010002305,19661216.0,B100000001,1,1130510100.0,1130510100,"(미아동,서울송천초등학교)",N,N,서울송천초등학교,,,,,2,
서울특별시 강북구 한천로124길 14,단설,20010901.0,주간,공립,02-996-6494,37.6373239675,142865,2,127.0332052109,01061,456번지(충효길 12).,02-996-6494,서울특별시 강북구,남녀공학,02-994-1843,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-996-6494,http://soosong.sen.es.kr,서울특별시 강북구 번동,N,S010002306,20010901.0,B100000001,1,1130510200.0,1130510200,(번동),N,N,서울수송초등학교,,,,,2,
서울특별시 강북구 삼양로74길 39,단설,19670309.0,주간,공립,02-989-3724,37.630802,142874,2,127.020369,01116,55-5번지.,02-989-3724,서울특별시 강북구,남녀공학,02-980-4631,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-989-3734,http://suyu.sen.es.kr,서울특별시 강북구 수유동,N,S010002307,19670309.0,B100000001,1,1130510300.0,1130510300,", 수유초등학교 ",N,N,서울수유초등학교,,,,,2,
서울특별시 성북구 종암로40길 30,단설,19720301.0,주간,공립,02-912-5846,37.6084312159,136131,2,127.0328163602,02736,84-86(두학교길 20).,02-912-5846,서울특별시 성북구,남녀공학,02-942-2630,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-912-1656,http://soonggok.sen.es.kr,서울특별시 성북구 하월곡1동,N,S010002308,19720301.0,B100000001,1,1129013600.0,1129013600,"(하월곡동,서울숭곡초등학교)",N,N,서울숭곡초등학교,초,2.0,,,2,
서울특별시 성북구 정릉로 279,단설,19450514.0,주간,공립,02-911-1761,37.603818358,136102,2,127.0132906207,02718 ,173번지.,02-911-1761,서울특별시 성북구,남녀공학,02-911-1251,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-911-1764,http://soongduck.sen.es.kr,서울특별시 성북구 정릉2동,N,S010002309,19450514.0,B100000001,1,1129013300.0,1129013300,"(정릉동,서울숭덕초등학교)",N,N,서울숭덕초등학교,초,2.0,,,2,
서울특별시 성북구 종암로5길 14,병설,19451101.0,주간,공립,02-927-5611,37.5947464,136860,2,127.0351482,02811 ,22.,02-927-5611,서울특별시 성북구,남녀공학,02-927-5614,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-927-5612,http://sungrye.sen.es.kr,서울특별시 성북구 종암동,N,S010002310,19451101.0,B100000001,1,1129013500.0,1129013500,"(종암동,서울숭례초등학교)",N,N,서울숭례초등학교,,,,,2,
서울특별시 성북구 오패산로16길 37,단설,19370401.0,주간,공립,02-6953-8277,37.6091611883,131130,2,127.0382347854,02741 ,222-4.,02-6953-8277,서울특별시 성북구,남녀공학,02-942-6683,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-6953-8633,http://soongin.sen.es.kr,서울특별시 성북구 하월곡동,N,S010002311,19370401.0,B100000001,1,1129013600.0,1129013600,"(하월곡동,서울숭인초등학교)",N,N,서울숭인초등학교,초,2.0,,,2,
서울특별시 성북구 고려대로7가길 39,단설,19600607.0,주간,공립,02-926-4426,37.5871997,136072,2,127.0226313,02850 ,93.,02-926-4426,서울특별시 성북구,남녀공학,02-926-1802,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-928-4403,http://anam.sen.es.kr,서울특별시 성북구 안암동2가,N,S010002312,19560324.0,B100000001,1,1129012200.0,1129012200,"(안암동2가, 서울안암초등학교)",N,N,서울안암초등학교,초,2.0,,,2,
서울특별시 강북구 월계로 221,단설,19911002.0,주간,공립,02-987-0419,37.623597,142063,2,127.046649,01230,248번지.,02-987-0419,서울특별시 강북구,남녀공학,02-989-9315,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-987-0418,http://ohhyun.sen.es.kr,서울특별시 강북구 번3동,N,S010002313,19911002.0,B100000001,1,1130510200.0,1130510200,"(번동,오현초등학교)",N,N,서울오현초등학교,초,2.0,,,2,
서울특별시 강북구 삼양로99길 36,단설,19491002.0,주간,공립,02-991-8722,37.6387115988,142884,2,127.0150053909,01085 ,409번지(우이새싹길 11).,02-991-8722,서울특별시 강북구,남녀공학,02-998-7470,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-991-7532,http://wooi.sen.es.kr,서울특별시 강북구 수유동,N,S010002314,19491002.0,B100000001,1,1130510300.0,1130510300,"(수유동,서울우이초등학교)",N,N,서울우이초등학교,,,,,2,
서울특별시 성북구 장월로3길 42,단설,19720714.0,주간,공립,02-941-1761,37.6100233349,136142,2,127.0460816023,02747 ,246-194번지.,02-941-1761,서울특별시 성북구,남녀공학,02-941-1763,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-915-2787,http://swg.sen.es.kr,서울특별시 성북구 장위동,N,S010002315,19710901.0,B100000001,1,1129013800.0,1129013800,"(장위동,서울월곡초등학교)",N,N,서울월곡초등학교,,,,,2,
서울특별시 강북구 인수봉로 159,단설,19740605.0,주간,공립,02-985-3121,37.6323474396,142886,2,127.0114196195,01095,466-52번지.,02-985-3121,서울특별시 강북구,남녀공학,02-985-3123,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-985-3122,http://youhyeon.sen.es.kr,서울특별시 강북구 수유1동 460~474,N,S010002316,19740605.0,B100000001,1,1130510300.0,1130510300,"(수유동, 한신대학교 신학대학원 내 서울유현초등학교)",N,N,서울유현초등학교,초,2.0,,,2,
서울특별시 강북구 인수봉로 269,단설,19821025.0,주간,공립,02-902-2003,37.6430513409,142882,2,127.0091370063,01020 ,551-19번지.,02-902-2003,서울특별시 강북구,남녀공학,02-998-9774,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-902-2002,http://insu.sen.es.kr,서울 강북구 수유6동,N,S010002317,19820707.0,B100000001,1,1130510300.0,1130510300,"(수유동,서울인수초등학교)",N,N,서울인수초등학교,초,2.0,,,2,
서울특별시 성북구 월곡로 74,단설,20000901.0,주간,공립,02-909-2893,37.598813572,136858,2,127.0401772006,02795 ,1-79번지.,02-909-2893,서울특별시 성북구,남녀공학,02-909-2897,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-909-2895,http://ilshin.sen.es.kr,서울 성북구 종암2동,N,S010002318,20000901.0,B100000001,1,1129013500.0,1129013500,"(종암동,서울일신초등학교)",N,N,서울일신초등학교,초,2.0,,,2,
서울특별시 성북구 장월로23길 16,단설,19780321.0,주간,공립,,37.616830377,136833,2,127.0481563112,02754,235-1번지.,02-918-8494,서울특별시 성북구,남녀공학,02-919-9061,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,,http://janggok.sen.es.kr,서울특별시 성북구 장위1동,N,S010002319,19780222.0,B100000001,1,1129013800.0,1129013800,"(장위동,서울장곡초등학교)",N,N,서울장곡초등학교,초,2.0,,,2,
서울특별시 성북구 장월로8가길 41,단설,19491101.0,주간,공립,02-942-1772,37.6114416962,136829,2,127.0500057396,02769 ,68-8번지(동심1길 35).,02-942-1772,서울특별시 성북구,남녀공학,02-942-2302,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-915-4325,http://jangwicho.sen.es.kr,서울특별시 성북구 장위동,N,S010002320,19461211.0,B100000001,1,1129013800.0,1129013800,"(장위동,서울장위초등학교)",N,N,서울장위초등학교,,,,,2,
서울특별시 성북구 아리랑로 63,단설,19461101.0,주간,공립,928-0422,37.597773,136037,2,127.013625,02826 ,118-1번지.,02-928-0422,서울특별시 성북구,남녀공학,02-923-5537,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,926-8832,http://jeongdeok.sen.es.kr,서울특별시 성북구 동소문동7가,N,S010002321,19461101.0,B100000001,1,1129011000.0,1129011000,"(동소문동7가,서울정덕초등학교)",N,N,서울정덕초등학교,,,,,2,
서울특별시 성북구 솔샘로25가길 8,단설,19851025.0,주간,공립,02-916-2590,37.6197953266,136847,2,127.0052557663,02701 ,798-1번지 (정릉초등길 35).,02-916-2590,서울특별시 성북구,남녀공학,02-942-7534,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,,http://jeongneung.sen.es.kr,서울특별시 성북구 정릉4동,N,S010002322,19850710.0,B100000001,1,1129013300.0,1129013300,"(정릉동,서울정릉초등학교)",N,N,서울정릉초등학교,초,2.0,,,2,
서울특별시 성북구 정릉로24길 58,단설,19860406.0,주간,공립,02-916-0051,37.6037756064,136843,2,127.0077188836,02813 ,431-62번지.,02-916-0051,서울특별시 성북구,남녀공학,02-942-5030,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-916-0050,http://jungsu.sen.es.kr,서울 성북구 정릉2동,N,S010002323,19860406.0,B100000001,1,1129013300.0,1129013300,"(정릉동,서울정수초등학교)",N,N,서울정수초등학교,초,2.0,,,2,
서울특별시 성북구 정릉로9라길 11,단설,19671130.0,주간,공립,02-914-8740,37.6120325272,136854,2,127.0003352467,02706,847번지.,02-914-8740,서울특별시 성북구,남녀공학,02-914-8557,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,02-912-9119,http://cheongdeok.sen.es.kr,서울특별시 성북구 정릉동,N,S010002324,19670910.0,B100000001,1,1129013300.0,1129013300,"(정릉동,서울청덕초등학교)",N,N,서울청덕초등학교,,,,,2,
서울특별시 강북구 솔매로50가길 25,단설,19671021.0,주간,공립,02-986-7782,37.6238857893,142808,2,127.0297148311,01158 ,127-2번지(화계새싹길 23-3).,02-986-7782,서울특별시 강북구,남녀공학,02-986-7784,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,,http://hwagye.sen.es.kr,서울특별시 강북구 미아9동,N,S010002325,19670915.0,B100000001,1,1130510100.0,1130510100,(미아동),N,N,서울화계초등학교,초,2.0,,,2,
서울특별시 중구 다산로 269,병설,19001101.0,주간,공립,02-2238-8455,37.5672990141,,2,127.0156883123,04569,.,02-2238-8455,서울특별시 중구,남녀공학,02-2236-8349,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-2238-3918,http://gwanghee.sen.es.kr,,N,S010002369,18950719.0,B100000001,1,1114016200.0,1114016200,"(신당동,광희초등학교)",N,N,서울광희초등학교,초,2.0,,,2,
서울특별시 종로구 삼일대로 446,단설,18940918.0,주간,공립,02-765-2884,37.574871,110310,2,126.988115,03132,2번지.,02-765-2884,서울특별시 종로구,남녀공학,02-765-9876,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-763-6626,http://kyodong.sen.es.kr,서울특별시 종로구 경운동,N,S010002370,18940918.0,B100000001,1,1111013400.0,1111013400,(경운동),N,N,서울교동초등학교,,,,,2,
서울특별시 용산구 효창원로 137,단설,19150910.0,주간,공립,02-704-2901,37.5409415031,140897,2,126.9618317604,04318 ,126번지.,02-704-2901,서울특별시 용산구,남녀공학,02-713-0738,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-703-9841,http://keumyang.sen.es.kr,서울특별시 용산구 효창동,N,S010002371,19150910.0,B100000001,1,1117011900.0,1117011900,", 서울금양초등학교 (효창동)",N,N,서울금양초등학교,,,,,2,
서울특별시 중구 퇴계로22길 17,단설,19451101.0,주간,공립,02-2097-9500,37.559945,100042,2,126.986644,04629,2번지.,02-2097-9500,서울특별시 중구,남녀공학,02-773-6435,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-2097-9572,https://namsan.sen.es.kr,서울특별시 중구 남산동 2가,N,S010002372,19451101.0,B100000001,1,1114012900.0,1114012900,"(남산동2가, 서울남산초등학교)",N,N,서울남산초등학교,초,2.0,,,2,
서울특별시 용산구 원효로64길 17-10,단설,19451101.0,주간,공립,02-712-8938,37.5360588,140905,2,126.9649883,04368 ,54번지.,02-712-8938,서울특별시 용산구,남녀공학,02-718-0108,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://seoul-nj.sen.es.kr,서울특별시 용산구 원효로2가,N,S010002373,19451101.0,B100000001,1,1117011300.0,1117011300,", 서울남정초등학교 (원효로2가)",N,N,서울남정초등학교,,,,,2,
서울특별시 중구 덕수궁길 140,병설,19120401.0,주간,공립,02-735-7225,37.5690885161,100120,2,126.9746581285,04519 ,1-76번지.,02-735-7225,서울특별시 중구,남녀공학,02-720-9104,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-738-4550,http://deoksoo.sen.es.kr,서울특별시 중구 정동,N,S010002375,19120401.0,B100000001,1,1114016700.0,1114016700,", 서울덕수초등학교 (정동)",N,N,서울덕수초등학교,,,,,2,
서울특별시 종로구 통일로12길 23,단설,19570928.0,주간,공립,02-737-4684,37.5742165182,110813,2,126.9599718596,03025 ,46-82.,02-737-4684,서울특별시 종로구,남녀공학,02-723-4360,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-737-4684,http://dnm.sen.es.kr,서울특별시 종로구 무악동,N,S010002376,19570928.0,B100000001,1,1111018700.0,1111018700,(무악동),N,N,서울독립문초등학교,,,,,2,
서울특별시 종로구 사직로9길 19,단설,18951115.0,주간,공립,02-737-4263,37.577355,110044,2,126.96689,03027 ,32번지.,02-737-4263,서울특별시 종로구,남녀공학,02-723-5483,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-737-5083,http://maedong.sen.es.kr,서울특별시 종로구 필운동,N,S010002377,18951115.0,B100000001,1,1111011300.0,1111011300,", 서울매동초등학교 (필운동)",N,N,서울매동초등학교,,,,,2,
서울특별시 종로구 낙산길 250,단설,19711006.0,주간,공립,,37.5814519764,110861,2,127.0146225537,03093,7-40번지.,02-766-1415,서울특별시 종로구,남녀공학,02-747-0751,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://myungshin.sen.es.kr,서울특별시 종로구 창신동,N,S010002378,19711006.0,B100000001,1,1111017400.0,1111017400,(창신동),N,N,서울명신초등학교,,,,,2,
서울특별시 용산구 우사단로 20,단설,19620622.0,주간,공립,02-795-2549,37.5325394797,140858,2,126.9963931371,04407 ,15-13번지.,02-795-2549,서울특별시 용산구,남녀공학,02-792-4740,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-793-4032,http://bogwang.sen.es.kr,서울특별시 용산구 이태원동,N,S010002379,19620622.0,B100000001,1,1117013000.0,1117013000,"(이태원동,보광초등학교)",N,N,서울보광초등학교,,,        ,,2,
서울특별시 중구 손기정로 73,단설,18950918.0,주간,공립,02-392-5469,37.5564109033,100372,2,126.9652508049,04501,2번지.,02-392-5469,서울특별시 중구,남녀공학,02-362-5506,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-392-3485,http://seoul-bongrae.sen.es.kr,서울특별시 중구 만리동2가,N,S010002380,18950918.0,B100000001,1,1114017400.0,1114017400,(만리동2가),N,N,서울봉래초등학교,,,,,2,
서울특별시 용산구 두텁바위로1나길 19,단설,19451101.0,주간,공립,02-754-0251,37.547386,,2,126.976804,04335,.,02-754-0251,서울특별시 용산구,남녀공학,02-754-7785,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-775-5588,http://seoulsamkwang.sen.es.kr,,N,S010002381,19451101.0,B100000001,1,1117010100.0,1117010100,", 서울삼광초등학교 (후암동)",N,N,서울삼광초등학교,초,2.0,,,2,
서울특별시 용산구 서빙고로51길 14,병설,19451101.0,주간,공립,02-795-2435,37.52142,140240,2,126.99166,04384,235번지.,02-795-2435,서울특별시 용산구,남녀공학,02-790-0627,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-795-9282,http://seobinggo.sen.es.kr,서울특별시 용산구 서빙고동,N,S010002382,19451101.0,B100000001,1,1117013300.0,1117013300,", 서울서빙고초등학교 (서빙고동)",N,N,서울서빙고초등학교,초,2.0,,,2,
서울특별시 종로구 세검정로9길 1,단설,19481124.0,주간,공립,02-379-3004,37.6034702766,110831,2,126.9609708751,03014 ,219-4번지.,02-379-3004,서울특별시 종로구,남녀공학,02-394-9379,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-394-5005,http://segumjung.sen.es.kr,서울특별시 종로구 신영동,N,S010002383,19481124.0,B100000001,1,1111018600.0,1111018600,"(신영동,서울세검정초등학교)",N,N,서울세검정초등학교,,,,,2,
서울특별시 성동구 마장로 161,단설,19590403.0,주간,공립,02-2252-5950,37.5679207,133855,2,127.0277146,04702,242-1.,02-2252-5950,서울특별시 성동구,남녀공학,02-2236-6134,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,02-2233-3976,http://soongshin.sen.es.kr,서울특별시 성동구 하왕십리동,N,S010002384,19590403.0,B100000001,1,1120010200.0,1120010200,(하왕십리동),N,N,서울숭신초등학교,,,,,2,
서울특별시 용산구 이촌로 255,단설,19680925.0,주간,공립,,37.5206293227,140906,2,126.9753668258,04423,301-75번지.,02-793-2807,서울특별시 용산구,남녀공학,02-790-3382,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://sys.sen.es.kr,서울특별시 용산구 이촌1동,N,S010002385,19680925.0,B100000001,1,1117012900.0,1117012900,", 301-75번지 (이촌동)",N,N,서울신용산초등학교,초,2.0,,,2,
서울 용산구 한강대로57길 33,단설,19451101.0,주간,공립,,37.5356141639,140012,2,126.9725514162,04375 ,1.,02-795-0782,서울특별시 용산구,남녀공학,02-793-4707,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://yongsan.sen.es.kr,서울특별시 용산구 한강로2가,N,S010002386,19451101.0,B100000001,1,1117012500.0,1117012500,"(한강로2가,용산초등학교)",N,N,서울용산초등학교,,,,,2,
서울특별시 용산구 녹사평대로60길 39,단설,19650926.0,주간,공립,,37.5448696,140834,2,126.9891625,04341 ,5-1488번지.,02-796-2167,서울특별시 용산구,남녀공학,02-796-0457,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://yongam.sen.es.kr,서울특별시 용산구 용산동2가,N,S010002387,19650926.0,B100000001,1,1117010200.0,1117010200,"(용산동2가, 용암초등학교)",N,N,서울용암초등학교,,,,,2,
서울특별시 용산구 효창원로13길 38,단설,19821207.0,주간,공립,02-716-4424,37.5361624303,,2,126.9515471256,04357,.,02-716-4424,서울특별시 용산구,남녀공학,02-718-8066,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://wonhyo.sen.es.kr,,N,S010002388,19830511.0,B100000001,1,1117011500.0,1117011500,", 서울원효초등학교 (산천동,원효초등학교)",N,N,서울원효초등학교,초,2.0,,,2,
서울특별시 용산구 녹사평대로40길 19,단설,19430501.0,주간,공립,02-795-2809,37.5359766,140202,2,126.9879974,04345 ,406번지.,02-795-2809,서울특별시 용산구,남녀공학,02-798-6175,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-793-6056,http://itaewon.sen.es.kr,서울특별시 용산구 이태원동,N,S010002389,19430501.0,B100000001,1,1117013000.0,1117013000,"(이태원동,이태원초등학교)",N,N,서울이태원초등학교,,,,,2,
서울특별시 중구 청구로17길 40,단설,19531021.0,주간,공립,,37.5599725739,100450,2,127.0117028329,04609,386.,02-2238-9091,서울특별시 중구,남녀공학,02-2237-9346,서울특별시중부교육지원청,서울특별시교육청,B100000359,,http://jangchung.sen.es.kr,서울특별시 중구 신당동,N,S010002390,19531021.0,B100000001,1,1114016200.0,1114016200,", 서울장충초등학교 (신당동)",N,N,서울장충초등학교,초,2.0,,,2,
서울특별시 종로구 북촌로4길 7,단설,18950930.0,주간,공립,02-763-1812,37.5800283814,110260,2,126.9851784741,03056 ,210번지.,02-763-1812,서울특별시 종로구,남녀공학,02-765-9421,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-763-1813,http://jaedong.sen.es.kr,서울특별시 종로구 가회동,N,S010002391,18950830.0,B100000001,1,1111014600.0,1111014600,", 서울재동초등학교 (가회동)",N,N,서울재동초등학교,초,2.0,,,2,
서울특별시 종로구 지봉로 73,단설,19160520.0,주간,공립,02-763-3160,37.576211835,110838,2,127.0142954992,03103,128번지.,02-763-3160,서울특별시 종로구,남녀공학,02-764-8826,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-763-3161,http://chang-shin.sen.es.kr,서울 종로구 창신1동,N,S010002392,19160520.0,B100000001,1,1111017400.0,1111017400,서울창신초등학교 (창신동),N,N,서울창신초등학교,초,2.0,,,2,
서울특별시 중구 다산로 170,단설,19451101.0,주간,공립,02-751-2205,37.558493,100825,2,127.013917,04589,330-2번지.,02-2252-1866,서울특별시 중구,남녀공학,02-2233-5943,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-751-2213,http://cheonggu.sen.es.kr,서울 중구 신당4동,N,S010002393,19370901.0,B100000001,1,1114016200.0,1114016200,"(신당동,청구초등학교)",N,N,서울청구초등학교,초,2.0,,,2,
서울특별시 종로구 자하문로 105,단설,19230401.0,주간,공립,02-737-0218,37.5859415,      ,2,126.9693286,03032 ,.,02-737-0218,서울특별시 종로구,남녀공학,02-722-0984,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-735-1924,http://chungwoon.sen.es.kr,,N,S010002394,19230401.0,B100000001,1,1111010100.0,1111010100,", 청운초등학교 (청운동)",N,N,서울청운초등학교,초,2.0,,,2,
서울특별시 용산구 효창원로 228,단설,19430924.0,주간,공립,02-701-3242,37.547495,140132,2,126.96417,04306,1-42번지.,02-701-3242,서울특별시 용산구,남녀공학,02-3272-9047,서울특별시중부교육지원청,서울특별시교육청,B100000359,02-3272-9041,http://s-cheongpa.sen.es.kr,서울특별시 용산구 청파동2가,N,S010002395,19430120.0,B100000001,1,1117011000.0,1117011000,", 서울청파초등학교 (청파동2가)",N,N,서울청파초등학교,초,2.0,,,2,
